OTUID	All	HDC	MDC	NCC
ASV_1249	0.000616	0.000000000	0.000571618	0.001275600
ASV_1112	0.000589	0.0011580508	0.0000000000	0.0006099421
ASV_1524	0.000611	0.000000000	0.000000000	0.001832213
ASV_1437	0.000597	0.000000000	0.000571618	0.001219884
ASV_1303	0.00061	0.0005790254	0.0000000000	0.0012501285
ASV_1163	0.00061	0.0000000000	0.0012190811	0.0006099421
ASV_1252	0.000639	0.0006399181	0.0000000000	0.0012755997
ASV_1211	0.000639	0.0006399181	0.0006646992	0.0006123286
ASV_1325	0.000611	0.000000000	0.000000000	0.001832213
ASV_1506	0.000629	0.0000000000	0.0006646992	0.0012222707
ASV_1457	0.00064	0.001919754	0.000000000	0.000000000
ASV_1487	0.00062	0.0000000000	0.0006095405	0.0012501285
ASV_1538	0.000596	0.0005790254	0.0005716180	0.0006377998
ASV_1397	0.000616	0.000000000	0.000571618	0.001275600
ASV_1583	0.000612	0.000000000	0.000000000	0.001834599
ASV_1590	0.000628	0.0000000000	0.0012742397	0.0006099421
ASV_1609	0.000589	0.0011580508	0.0006095405	0.0000000000
ASV_1034	0.000412	0.000000000	0.001236317	0.000000000
ASV_1319	0.000386	0.001158051	0.000000000	0.000000000
ASV_1228	0.000416	0.0006399181	0.0006095405	0.0000000000
ASV_1349	0.000381	0.000000000	0.001143236	0.000000000
ASV_601	0.000407	0.000000000	0.000000000	0.001219884
ASV_595	0.000407	0.000000000	0.000000000	0.001219884
ASV_1353	0.000381	0.000000000	0.001143236	0.000000000
ASV_691	0.000395	0.0000000000	0.0005716180	0.0006123286
ASV_795	0.000407	0.000000000	0.000000000	0.001219884
ASV_1430	0.000426	0.0006399181	0.0000000000	0.0006377998
ASV_756	0.000407	0.000000000	0.000000000	0.001222271
ASV_955	0.000406	0.0005790254	0.0000000000	0.0006377998
ASV_852	0.000407	0.000000000	0.000000000	0.001222271
ASV_1348	0.000384	0.0005790254	0.0005716180	0.0000000000
ASV_897	0.000407	0.000000000	0.000000000	0.001222271
ASV_837	0.000384	0.0005790254	0.0005716180	0.0000000000
ASV_972	0.000415	0.0005790254	0.0006646992	0.0000000000
ASV_1266	0.000417	0.0006399181	0.0000000000	0.0006099421
ASV_1263	0.000427	0.001279836	0.000000000	0.000000000
ASV_969	0.000407	0.000000000	0.000000000	0.001219884
ASV_1064	0.00042	0.0006495447	0.0000000000	0.0006099421
ASV_1320	0.000403	0.0000000000	0.0005716180	0.0006377998
ASV_1030	0.000415	0.0005790254	0.0006646992	0.0000000000
ASV_1458	0.000427	0.001279836	0.000000000	0.000000000
ASV_1642	0.000433	0.001299089	0.000000000	0.000000000
ASV_1068	0.000381	0.000000000	0.001143236	0.000000000
ASV_1435	0.000425	0.0000000	0.0000000	0.0012756
ASV_1168	0.000407	0.000000000	0.000000000	0.001222271
ASV_1200	0.000407	0.000000000	0.000000000	0.001222271
ASV_1326	0.000417	0.000000000	0.000000000	0.001250128
ASV_1244	0.000408	0.000000000	0.000000000	0.001224657
ASV_1295	0.000406	0.000000000	0.001219081	0.000000000
ASV_1504	0.000407	0.000000000	0.000000000	0.001222271
ASV_1233	0.000417	0.000000000	0.000000000	0.001250128
ASV_1333	0.000425	0.00000000	0.00127424	0.00000000
ASV_1345	0.000381	0.000000000	0.001143236	0.000000000
ASV_1461	0.000425	0.00000000	0.00127424	0.00000000
ASV_1361	0.00042	0.0006495447	0.0000000000	0.0006099421
ASV_1476	0.000417	0.0006399181	0.0000000000	0.0006123286
ASV_1409	0.000435	0.0006399181	0.0006646992	0.0000000000
ASV_1417	0.000406	0.001218943	0.000000000	0.000000000
ASV_1489	0.000426	0.0000000000	0.0006646992	0.0006123286
ASV_1598	0.00041	0.00122857	0.00000000	0.00000000
ASV_1383	0.000417	0.000000000	0.000000000	0.001250128
ASV_1595	0.000443	0.000000000	0.001329398	0.000000000
ASV_1632	0.000394	0.0000000000	0.0005716180	0.0006099421
ASV_1662	0.000417	0.000000000	0.000000000	0.001250128
ASV_1500	0.00042	0.0006495447	0.0006095405	0.0000000000
ASV_1091	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_574	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1201	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1426	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_585	0.000217	0.0006495447	0.0000000000	0.0000000000
ASV_662	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1647	0.000191	0.000000000	0.000571618	0.000000000
ASV_1431	0.000191	0.000000000	0.000571618	0.000000000
ASV_1429	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_1521	0.000191	0.000000000	0.000571618	0.000000000
ASV_1389	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1203	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_951	0.000203	0.0000000000	0.0000000000	0.0006099421
ASV_843	0.000204	0.0000000000	0.0000000000	0.0006123286
ASV_1350	0.000191	0.000000000	0.000571618	0.000000000
ASV_1655	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1468	0.000213	0.0006399181	0.0000000000	0.0000000000
ASV_1131	0.000193	0.0005790254	0.0000000000	0.0000000000
ASV_1579	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1136	0.000217	0.0006495447	0.0000000000	0.0000000000
ASV_1323	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1092	0.000204	0.0000000000	0.0000000000	0.0006123286
ASV_1654	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_1149	0.000213	0.0006399181	0.0000000000	0.0000000000
ASV_1183	0.000222	0.0000000000	0.0006646992	0.0000000000
ASV_1170	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1158	0.000204	0.0000000000	0.0000000000	0.0006123286
ASV_1239	0.000193	0.0005790254	0.0000000000	0.0000000000
ASV_1322	0.000203	0.0000000000	0.0000000000	0.0006099421
ASV_1472	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1243	0.000203	0.0000000000	0.0000000000	0.0006099421
ASV_1385	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1344	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1564	0.000203	0.0000000000	0.0006095405	0.0000000000
ASV_1269	0.000204	0.0000000000	0.0000000000	0.0006123286
ASV_1341	0.000217	0.0006495447	0.0000000000	0.0000000000
ASV_1404	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1525	0.000213	0.0000000000	0.0000000000	0.0006377998
ASV_1584	0.000204	0.0000000000	0.0000000000	0.0006123286
ASV_1659	0.000213	0.0000000000	0.0000000000	0.0006377998
